Date,aapl,ibm,csco,msft
06-04-06,71.240002,83.809998,21.18,27.559999
07-04-06,69.790002,82.480003,20.809999,27.25
10-04-06,68.670003,82.099998,20.99,27.290001
11-04-06,67.990001,81.160004,21.030001,27.129999
12-04-06,66.709998,80.75,21.02,27.200001
13-04-06,66.469999,81.980003,21.18,27.07
17-04-06,64.810001,81.639999,20.860001,26.84
18-04-06,66.22,83.309998,21.469999,27.219999
19-04-06,65.650001,81.860001,21.26,27.030001
20-04-06,67.629999,82.019997,21.030001,27.030001
21-04-06,67.039999,81.660004,20.68,27.15
24-04-06,65.750003,82.110001,20.290001,27.110001
25-04-06,66.169999,82.669998,20.469999,27.110001
26-04-06,68.149998,83.349998,20.73,27.1
27-04-06,69.359999,83.879997,20.98,27.25
28-04-06,70.390002,82.339996,20.950001,24.15
01-05-06,69.599998,82.230003,20.959999,24.290001
02-05-06,71.619997,82.419998,21.389999,24.01
03-05-06,71.139999,82.699997,21.49,23.17
04-05-06,71.129999,82.43,21.860001,23.440001
05-05-06,71.890003,83.279999,21.75,23.799999
08-05-06,71.890003,82.889999,21.76,23.73
09-05-06,71.029997,83.230003,21.68,23.620001
10-05-06,70.6,82.900002,20.75,23.77
11-05-06,68.149998,82.459999,20.049999,23.219999
12-05-06,67.700001,82.389999,20.34,23.17
15-05-06,67.790003,82.889999,20.559999,23.15
16-05-06,64.979999,82.160004,20.209999,23.01
17-05-06,65.259998,81.269997,20.18,22.73
18-05-06,63.179997,80.660004,20.290001,22.83
19-05-06,64.510001,80.279999,20.870001,22.559999
22-05-06,63.380002,80.019997,20.6,22.879999
23-05-06,63.149997,79.830002,20.370001,22.790001
24-05-06,63.340001,79.779999,20.49,23.5
25-05-06,64.329997,80.139999,20.52,23.74
26-05-06,63.549999,80.75,20.309999,23.719999
30-05-06,61.219999,80.160004,19.77,23.15
31-05-06,59.77,79.900002,19.68,22.65
01-06-06,62.170001,80.690002,20.5,22.82
02-06-06,61.660003,79.519997,20.440001,22.76
05-06-06,59.999998,79.059998,19.879999,22.5
06-06-06,59.719998,79.760002,20.17,22.129999
07-06-06,58.559999,79.150002,19.91,22.040001
08-06-06,60.760002,77.029999,19.889999,22.110001
09-06-06,59.240001,77.629997,19.969999,21.92
12-06-06,57.000003,77.019997,19.48,21.709999
13-06-06,58.33,76.93,19.360001,21.51
14-06-06,57.609997,77.709999,19.610001,21.879999
15-06-06,59.379997,78.559998,20.219999,22.07
16-06-06,57.560002,77.949997,19.98,22.1
19-06-06,57.200001,77.669998,19.82,22.549999
20-06-06,57.47,77.989998,19.73,22.559999
21-06-06,57.860003,78.300003,20.07,23.08
22-06-06,59.580002,77.190002,19.690001,22.879999
23-06-06,58.829998,77.099998,19.610001,22.5
26-06-06,58.990002,77.150002,19.6,22.82
27-06-06,57.429999,76.629997,19.299999,22.860001
28-06-06,56.02,76.559998,19.379999,23.16
29-06-06,58.970001,77.589996,19.91,23.469999
30-06-06,57.270002,76.82,19.530001,23.299999
03-07-06,57.949998,78.019997,20,23.700001
05-07-06,57.000003,77.769997,19.6,23.35
06-07-06,55.770001,78.089996,19.629999,23.48
07-07-06,55.4,76.419998,19.389999,23.299999
10-07-06,55,76.669998,18.969999,23.5
11-07-06,55.649999,76.470001,18.690001,23.1
12-07-06,52.960001,75.480003,18.26,22.639999
13-07-06,52.250001,74.239998,18.02,22.26
14-07-06,50.670002,73.57,17.940001,22.290001
17-07-06,52.37,73.699997,17.969999,22.48
18-07-06,52.899999,74.260002,17.879999,22.74
19-07-06,54.1,76.07,18,23.4
20-07-06,60.500003,75.480003,17.879999,22.85
21-07-06,60.720001,74.860001,17.459999,23.870001
24-07-06,61.419997,75.989998,17.950001,24
25-07-06,61.930002,75.889999,18.07,24.219999
26-07-06,63.87,75.830002,17.940001,24.370001
27-07-06,63.400002,76.150002,17.690001,23.870001
28-07-06,65.589999,76.959999,18.08,24.25
31-07-06,67.96,77.410004,17.879999,24.059999
01-08-06,67.180002,76.139999,17.48,23.99
02-08-06,68.159998,76.32,17.48,24.299999
03-08-06,69.589997,76.330002,17.559999,24.209999
04-08-06,68.300001,75.910004,17.24,24.290001
07-08-06,67.210003,75.519997,17.41,24.219999
08-08-06,64.780001,75.330002,17.290001,24.34
09-08-06,63.59,75.389999,19.780001,24.440001
10-08-06,64.069998,75.739998,19.559999,24.459999
11-08-06,63.650002,75.480003,19.540001,24.43
14-08-06,63.940001,76.68,20.09,24.530001
15-08-06,66.449999,77.080002,20.65,24.620001
16-08-06,67.98,79.089996,21.1,24.700001
17-08-06,67.589998,79.370003,20.85,24.700001
18-08-06,67.909999,79.900002,20.860001,25.790001
21-08-06,66.560001,79.279999,20.91,26.120001
22-08-06,67.619999,78.949997,21.24,25.620001
23-08-06,67.309999,78.669998,21.049999,25.67
24-08-06,67.810003,79.379997,21.09,25.74
25-08-06,68.749998,79.879997,21.049999,25.85
28-08-06,66.979998,80.32,21.41,25.950001
29-08-06,66.48,81.400002,21.68,25.84
30-08-06,66.959997,81.220001,21.67,25.799999
31-08-06,67.849998,80.970001,21.99,25.700001
01-09-06,68.380003,81.410004,22.27,25.84
05-09-06,71.48,80.849998,22.09,25.610001
06-09-06,70.030001,80.279999,21.690001,25.610001
07-09-06,72.799997,79.400002,21.540001,25.43
08-09-06,72.519998,80.660004,21.75,25.6
11-09-06,72.499997,80.93,21.959999,25.91
12-09-06,72.63,82.279999,22.65,25.93
13-09-06,74.200003,82.209999,22.65,25.98
14-09-06,74.170002,82.470001,22.700001,26.33
15-09-06,74.1,82.940002,22.719999,26.85
18-09-06,73.890002,82.239998,22.84,26.790001
19-09-06,73.77,81.870003,22.76,26.860001
20-09-06,75.26,83.419998,23.27,27.18
21-09-06,74.65,81.610001,23.01,26.9
22-09-06,73.000002,81.209999,22.879999,26.66
25-09-06,75.749998,82,23.23,26.950001
26-09-06,77.610001,82.5,23.5,27.200001
27-09-06,76.41,82.089996,23.35,27.440001
28-09-06,77.01,81.989998,23.48,27.4
29-09-06,76.98,81.940002,22.98,27.35
02-10-06,74.859998,81.870003,22.98,27.360001
03-10-06,74.08,81.650002,23.41,27.370001
04-10-06,75.380003,83.099998,23.93,27.940001
05-10-06,74.829997,82.919998,23.9,27.92
06-10-06,74.220003,83.139999,24.09,27.870001
09-10-06,74.629999,84,24.309999,27.719999
10-10-06,73.81,84.190002,24.33,27.690001
11-10-06,73.23,84.190002,24.4,27.540001
12-10-06,75.26,84.699997,24.450001,28.219999
13-10-06,75.020001,86.080002,24.530001,28.370001
16-10-06,75.399997,86.709999,24.59,28.450001
17-10-06,74.289998,86.949997,24.48,28.440001
18-10-06,74.529997,89.82,24.18,28.52
19-10-06,78.989999,89.860001,24.16,28.290001
20-10-06,79.950001,90.480003,24.549999,28.43
23-10-06,81.460002,91.559998,24.43,28.450001
24-10-06,81.049999,91.489998,24.34,28.280001
25-10-06,81.68,91.830002,24.290001,28.309999
26-10-06,82.189999,91.540001,24.190001,28.35
27-10-06,80.409998,90.760002,23.719999,28.34
30-10-06,80.419998,91.5,23.9,28.530001
31-10-06,81.08,92.330002,24.129999,28.709999
01-11-06,79.160003,91.800003,24.1,28.809999
02-11-06,78.979999,91.68,24.049999,28.77
03-11-06,78.290003,91.410004,23.77,28.73
06-11-06,79.710002,92.599998,24.68,28.84
07-11-06,80.51,92.75,24.84,28.950001
08-11-06,82.449998,92.589996,25.1,28.98
09-11-06,83.339998,92.419998,26.709999,29.26
10-11-06,83.12,91.760002,26.74,29.24
13-11-06,84.350001,92.07,26.68,29.35
14-11-06,85.000003,93.290001,26.639999,29.23
15-11-06,84.050001,93.110001,26.6,29.120001
16-11-06,85.609997,93.470001,27.15,29.469999
17-11-06,85.850002,93.809998,26.93,29.4
20-11-06,86.470003,93.25,27.110001,29.889999
21-11-06,88.599998,93.080002,26.799999,29.92
22-11-06,90.309998,93.519997,26.91,29.92
24-11-06,91.630001,93.349998,26.84,29.76
27-11-06,89.54,91.449997,25.799999,29.48
28-11-06,91.809999,91.349998,27.030001,29.389999
29-11-06,91.799998,91.519997,27.08,29.57
30-11-06,91.660002,91.919998,26.91,29.360001
01-12-06,91.320001,91.25,26.690001,29.120001
04-12-06,91.120003,93.510002,27.25,29.33
05-12-06,91.27,94.480003,27.040001,29.129999
06-12-06,89.83,94.120003,27.09,28.99
07-12-06,87.040003,94.230003,26.879999,28.85
08-12-06,88.259997,93.860001,26.98,29.4
11-12-06,88.750002,93.639999,27.110001,29.540001
12-12-06,86.140002,94.120003,27.08,29.43
13-12-06,89.050002,94.769997,27.25,29.549999
14-12-06,88.549997,95.360001,27.309999,30.07
15-12-06,87.719998,95.300003,27.559999,30.190001
18-12-06,85.47,95.440002,27.610001,29.889999
19-12-06,86.309999,96,27.629999,29.99
20-12-06,84.759997,96,27.389999,30.09
21-12-06,82.900002,95.910004,27.290001,29.98
22-12-06,82.199999,95.25,26.93,29.639999
26-12-06,81.510003,95.660004,27.190001,29.99
27-12-06,81.520003,97.199997,27.299999,30.02
28-12-06,80.870002,96.970001,27.42,29.98
29-12-06,84.839999,97.150002,27.33,29.860001
03-01-07,83.800002,97.269997,27.73,29.860001
04-01-07,85.659998,98.309998,28.459999,29.809999
05-01-07,85.049997,97.419998,28.469999,29.639999
08-01-07,85.47,98.900002,28.629999,29.93
09-01-07,92.570003,100.07,28.469999,29.959999
10-01-07,96.999997,98.889999,28.68,29.66
11-01-07,95.800003,98.650002,28.690001,30.700001
12-01-07,94.620003,99.339996,28.92,31.209999
16-01-07,97.099999,100.82,28.040001,31.16
17-01-07,94.949997,100.019997,26.98,31.1
18-01-07,89.070003,99.449997,26.450001,31
19-01-07,88.500003,96.169998,26.700001,31.110001
22-01-07,86.789997,97.110001,26.530001,30.719999
23-01-07,85.699999,97.080002,26.040001,30.74
24-01-07,86.700002,97.400002,26.889999,31.09
25-01-07,86.249998,97.510002,26.219999,30.450001
26-01-07,85.379998,97.449997,26.35,30.6
29-01-07,85.939998,98.540001,26.209999,30.530001
30-01-07,85.550002,99.370003,26.25,30.48
31-01-07,85.73,99.150002,26.620001,30.860001
01-02-07,84.739997,99,26.59,30.559999
02-02-07,84.749997,99.169998,27.139999,30.190001
05-02-07,83.939999,100.379997,27.51,29.610001
06-02-07,84.149997,99.849998,27.280001,29.51
07-02-07,86.150002,99.540001,28.09,29.370001
08-02-07,86.180003,99.620003,28.139999,29.26
09-02-07,83.270003,98.550003,27.709999,28.98
12-02-07,84.88,98.580002,27.540001,28.940001
13-02-07,84.700003,98.290001,27.18,29.01
14-02-07,85.300003,99.199997,27.459999,29.4
15-02-07,85.210001,98.919998,27.559999,29.459999
16-02-07,84.829999,98.989998,27.52,28.74
20-02-07,85.899997,99.349998,27.66,28.83
21-02-07,89.199999,99.089996,27.379999,29.35
22-02-07,89.509999,98.5,27.4,29.389999
23-02-07,89.070003,97.730003,27.51,28.9
26-02-07,88.510003,96.910004,27.24,29.07
27-02-07,83.929998,93.959999,25.709999,27.870001
28-02-07,84.610001,92.940002,25.940001,28.17
01-03-07,87.060003,92.269997,25.85,28.09
02-03-07,85.409999,90.900002,25.299999,27.76
05-03-07,86.32,91.809998,25.459999,27.549999
06-03-07,88.190002,93.800003,25.959999,27.83
07-03-07,87.719998,93.940002,25.870001,27.610001
08-03-07,87.999998,93,26.15,27.32
09-03-07,87.969997,93.279999,26.08,27.290001
12-03-07,89.870001,94.110001,26.17,27.440001
13-03-07,88.400001,92.709999,25.5,26.719999
14-03-07,89.999997,93.760002,25.85,27.4
15-03-07,89.570001,93.449997,25.809999,27.280001
16-03-07,89.590001,93.25,25.99,27.33
19-03-07,91.130003,93.989998,26.299999,27.83
20-03-07,91.479998,94.5,26.34,27.84
21-03-07,93.869999,95.360001,26.790001,28.52
22-03-07,93.960001,95.190002,26.370001,28.27
23-03-07,93.519998,95.029999,26.190001,28.02
26-03-07,95.849998,95,26.34,28.219999
27-03-07,95.460002,94.730003,25.93,27.719999
28-03-07,93.239998,94.260002,25.700001,27.639999
29-03-07,93.750003,94.57,25.43,27.75
30-03-07,92.909997,94.260002,25.530001,27.870001
02-04-07,93.650001,95.209999,25.4,27.74
03-04-07,94.5,96.099998,25.85,27.870001
04-04-07,94.270001,96.209999,26.1,28.5
05-04-07,94.679997,96.519997,26.059999,28.549999
09-04-07,93.650001,96.620003,26.200001,28.57
10-04-07,94.250001,96.459999,25.99,28.4
11-04-07,92.590003,95.160004,25.790001,28.110001
12-04-07,92.190001,95.669998,25.969999,28.540001
13-04-07,90.240003,94.93,26.68,28.610001
16-04-07,91.430003,96.18,26.620001,28.73
17-04-07,90.349998,97.120003,26.84,28.85
18-04-07,90.4,94.800003,26.870001,28.6
19-04-07,90.270003,94.290001,26.68,28.690001
20-04-07,90.969999,94.580002,26.99,29.02
23-04-07,93.509997,95.209999,26.58,28.780001
24-04-07,93.239998,98.489998,26.33,28.790001
25-04-07,95.349999,101.459999,26.780001,28.99
26-04-07,98.839999,100.900002,26.549999,29.1
27-04-07,99.919997,101.169998,27.030001,30.120001
30-04-07,99.800001,102.209999,26.74,29.940001
01-05-07,99.47,103.169998,26.860001,30.4
02-05-07,100.390001,102.220001,27.67,30.610001
03-05-07,100.400002,102.800003,27.700001,30.969999
04-05-07,100.809998,102.959999,27.91,30.559999
07-05-07,103.920002,103.160004,27.809999,30.709999
08-05-07,105.060001,103.290001,28.360001,30.75
09-05-07,106.880003,104.379997,26.51,30.780001
10-05-07,107.34,104.68,26.290001,30.58
11-05-07,108.739999,105.980003,26.629999,30.889999
14-05-07,109.36,105.57,26.290001,30.969999
15-05-07,107.519998,104.830002,26.129999,30.9
16-05-07,107.34,105.870003,26.48,31.07
17-05-07,109.440001,105.309998,26.280001,30.98
18-05-07,110.020001,107.989998,26.209999,30.83
21-05-07,111.98,107.040001,26.4,31.049999
22-05-07,113.539995,106.699997,26.370001,30.690001
23-05-07,112.889994,105.580002,25.969999,30.58
24-05-07,110.689997,103.949997,25.4,30.17
25-05-07,113.619997,105.18,25.52,30.48
29-05-07,114.35,105.910004,25.9,30.790001
30-05-07,118.769995,106.93,26.389999,31.110001
31-05-07,121.189997,106.599998,26.92,30.690001
01-06-07,118.4,106.540001,26.860001,30.59
04-06-07,121.33,106.230003,27.01,30.719999
05-06-07,122.670004,105.839996,27.200001,30.58
06-06-07,123.639999,102.410004,26.6,30.290001
07-06-07,124.069996,101.800003,25.85,29.620001
08-06-07,124.490005,103.07,26.48,30.049999
11-06-07,120.190001,103.220001,26.32,30.02
12-06-07,120.380005,102.339996,26.059999,29.85
13-06-07,117.500006,103.120003,26.530001,30.389999
14-06-07,118.749994,103.849998,26.83,30.52
15-06-07,120.499994,105.089996,27.389999,30.49
18-06-07,125.090006,105.330002,27.209999,30.51
19-06-07,123.66,106.5,27.299999,30.459999
20-06-07,121.550005,106,27.200001,30.01
21-06-07,123.900005,106.599998,27.32,30.219999
22-06-07,122.999998,104.440002,26.92,29.49
25-06-07,122.339996,105.099998,27.030001,29.49
26-06-07,119.650002,105.330002,27.15,29.52
27-06-07,121.889999,105.43,27.27,29.870001
28-06-07,120.559996,105.949997,27.85,29.83
29-06-07,122.040003,105.25,27.85,29.469999
02-07-07,121.259998,105.010002,27.889999,29.74
03-07-07,127.17,106.580002,28.1,30.02
05-07-07,132.749994,108.050003,28.370001,29.99
06-07-07,132.299997,109.029999,28.469999,29.969999
09-07-07,130.330006,108.970001,28.450001,29.870001
10-07-07,132.349998,108.629997,28.309999,29.33
11-07-07,132.389999,109.099998,28.76,29.49
12-07-07,134.069998,109.279999,29.799999,30.07
13-07-07,137.730001,108.599998,29.889999,29.82
16-07-07,138.099997,109.660004,29.889999,30.030001
17-07-07,138.910002,110.769997,29.73,30.780001
18-07-07,138.119997,111.080002,29.440001,30.92
19-07-07,140,115.860001,29.940001,31.51
20-07-07,143.750006,114.809998,29.59,31.16
23-07-07,143.700005,116.379997,30.26,31.190001
24-07-07,134.890003,116.169998,29.76,30.799999
25-07-07,137.260004,118.099998,29.91,30.709999
26-07-07,146.000004,116.529999,29.67,29.98
27-07-07,143.849995,115.620003,28.969999,29.389999
30-07-07,141.430006,114.519997,29.49,29.4
31-07-07,131.759998,110.650002,28.91,28.99
01-08-07,135.000006,112.040001,29.77,29.299999
02-08-07,136.49,113.230003,30.129999,29.52
03-08-07,131.85,111.889999,29.459999,28.959999
06-08-07,135.249998,113.889999,29.5,29.540001
07-08-07,135.030006,113.529999,29.690001,29.549999
08-08-07,134.009996,112.980003,31.68,30
09-08-07,126.389996,110.730003,31.4,29.299999
10-08-07,125.000004,112.639999,31.389999,28.709999
13-08-07,127.790001,112.709999,30.83,28.629999
14-08-07,124.029995,112.050003,30.26,28.27
15-08-07,119.899994,111.230003,29.92,28.1
16-08-07,117.049995,109.690002,29.299999,27.809999
17-08-07,122.060003,110.900002,29.99,28.25
20-08-07,122.219994,109.220001,29.76,28.26
21-08-07,127.569996,109.040001,30.1,28.07
22-08-07,132.510002,110,30.26,28.219999
23-08-07,131.069996,111.449997,30.27,28.299999
24-08-07,135.299999,113.239998,30.73,28.809999
27-08-07,132.249996,113.440002,31.1,28.49
28-08-07,126.820005,112,30.41,27.93
29-08-07,134.079998,114.57,31,28.59
30-08-07,136.249994,115.370003,31.43,28.450001
31-08-07,138.480005,116.690002,31.92,28.73
04-09-07,144.160002,118.190002,32.32,28.809999
05-09-07,136.760006,117.879997,32.220001,28.48
06-09-07,135.010006,117.620003,31.84,28.91
07-09-07,131.769999,115.550003,31.52,28.440001
10-09-07,136.710005,115.800003,31.74,28.48
11-09-07,135.490004,117.349998,32.16,28.93
12-09-07,136.849995,116,31.780001,28.93
13-09-07,137.200003,115.949997,31.51,29.16
14-09-07,138.809999,115.129997,31.559999,29.040001
17-09-07,138.410004,114.519997,31.5,28.73
18-09-07,140.919994,116.629997,32.040001,28.93
19-09-07,140.770004,116.669998,32.09,28.67
20-09-07,140.309994,116.860001,32.209999,28.42
21-09-07,144.150002,116.779999,32.299999,28.65
24-09-07,148.280003,116.25,31.879999,29.08
25-09-07,153.179995,116.510002,32.439999,29.559999
26-09-07,152.769999,117.300003,32.990002,29.5
27-09-07,154.499998,117.709999,33.23,29.49
28-09-07,153.470001,117.800003,33.130001,29.459999
01-10-07,156.34,119.029999,32.990002,29.77
02-10-07,158.449995,118.360001,33.009998,29.700001
03-10-07,157.919996,116.400002,32.450001,29.450001
04-10-07,156.239998,115.690002,32.150002,29.709999
05-10-07,161.449997,116.300003,32.650002,29.84
08-10-07,167.909998,117.769997,32.709999,29.84
09-10-07,167.859997,118.300003,33.080002,30.1
10-10-07,166.789999,118.620003,33.27,30.23
11-10-07,162.230001,118.050003,32.799999,29.91
12-10-07,167.249996,117.809998,32.919998,30.17
15-10-07,166.980003,118.029999,32.790001,30.040001
16-10-07,169.579996,119.599998,32.290001,30.32
17-10-07,172.750002,115.779999,32.459999,31.08
18-10-07,173.500006,114.800003,32.68,31.16
19-10-07,170.420002,112.279999,31.5,30.17
22-10-07,174.359999,113.370003,31.370001,30.51
23-10-07,186.160002,114.68,31.540001,30.9
24-10-07,185.929996,112.949997,31.26,31.25
25-10-07,182.780005,112.809998,31.18,31.99
26-10-07,184.699995,113.730003,31.9,35.029999
29-10-07,185.090004,114.800003,32.41,34.57
30-10-07,186.999994,114.120003,32.610001,35.57
31-10-07,189.949995,116.120003,33.060001,36.810001
01-11-07,187.440004,113.650002,32.18,37.060001
02-11-07,187.870001,114.589996,32.509998,37.060001
05-11-07,186.180002,113.400002,33.080002,36.73
06-11-07,191.789997,113.169998,34.080002,36.41
07-11-07,186.300005,111.080002,32.75,35.52
08-11-07,175.469997,106.110001,29.629999,34.740002
09-11-07,165.370007,100.25,28.58,33.73
12-11-07,153.759995,101.449997,29.110001,33.380001
13-11-07,169.960005,105.269997,30.139999,34.459999
14-11-07,166.109997,103.440002,29.709999,33.93
15-11-07,164.299995,103.599998,29.299999,33.759998
16-11-07,166.390003,104.790001,29.940001,34.09
19-11-07,163.950001,102.220001,29.43,33.959999
20-11-07,168.850006,103.419998,29.040001,34.580002
21-11-07,168.459997,102.220001,28.25,34.23
23-11-07,171.540001,104.050003,28.690001,34.110001
26-11-07,172.539997,101.970001,27.5,32.970001
27-11-07,174.809996,103.830002,27.49,33.060001
28-11-07,180.219999,107.370003,28.049999,33.700001
29-11-07,184.289999,107.5,28.15,33.59
30-11-07,182.220005,105.18,28.02,33.599998
03-12-07,178.859995,105.830002,27.57,32.919998
04-12-07,179.810003,106.629997,26.959999,32.77
05-12-07,185.5,108.160004,27.48,34.150002
06-12-07,189.949995,109.699997,27.790001,34.549999
07-12-07,194.300001,108.860001,27.450001,34.529999
10-12-07,194.209999,109.389999,27.66,34.759998
11-12-07,188.540003,106.989998,28.02,34.099998
12-12-07,190.860003,108.470001,28.799999,34.470001
13-12-07,191.829998,108.18,29.059999,35.220001
14-12-07,190.390005,105.769997,28.65,35.310001
17-12-07,184.400002,104.529999,27.950001,34.389999
18-12-07,182.979996,106.309998,28.15,34.740002
19-12-07,183.119999,107.139999,28.190001,34.790001
20-12-07,187.209999,108.839996,28.280001,35.52
21-12-07,193.910006,111.050003,28.6,36.060001
24-12-07,198.799997,111.650002,28.719999,36.580002
26-12-07,198.950001,111.559998,28.379999,36.610001
27-12-07,198.570005,109.599998,27.790001,35.970001
28-12-07,199.829994,110.089996,27.559999,36.119999
31-12-07,198.079994,108.099998,27.07,35.599998
02-01-08,194.84,104.690002,26.540001,35.220001
03-01-08,194.930002,104.900002,26.75,35.369999
04-01-08,180.049995,101.129997,26.120001,34.380001
07-01-08,177.639994,100.050003,26.129999,34.610001
08-01-08,171.249994,97.589996,25.43,33.450001
09-01-08,179.399994,98.309998,26.24,34.439999
10-01-08,178.020002,99.919998,26.24,34.330002
11-01-08,172.690001,97.669998,25.870001,33.91
14-01-08,178.780006,102.93,26.290001,34.389999
15-01-08,169.039997,101.830002,25.85,34
16-01-08,159.639996,101.629997,25.15,33.23
17-01-08,160.889997,101.099998,24.33,33.110001
18-01-08,161.359995,103.400002,24.299999,33.009998
22-01-08,155.639997,101.220001,23.48,31.959999
23-01-08,139.070005,106.099998,24.030001,31.93
24-01-08,135.600006,106.910004,25.110001,33.25
25-01-08,130.009998,104.519997,24.200001,32.939999
28-01-08,130.009998,104.980003,24.1,32.720001
29-01-08,131.540007,106.099998,24.059999,32.599998
30-01-08,132.179995,105.650002,24.360001,32.200001
31-01-08,135.360001,107.110001,24.5,32.599998
01-02-08,133.750004,109.080002,24.940001,30.450001
04-02-08,131.649996,107.93,23.82,30.190001
05-02-08,129.359997,105.019997,23.26,29.07
06-02-08,122.000002,103.589996,23.08,28.52
07-02-08,121.239998,102.339996,23.379999,28.120001
08-02-08,125.480001,103.269997,23.540001,28.559999
11-02-08,129.449999,105.139999,23.52,28.209999
12-02-08,124.860001,106.529999,23.43,28.34
13-02-08,129.399998,108.419998,24.059999,28.959999
14-02-08,127.459993,106.129997,23.530001,28.5
15-02-08,124.629995,106.160004,23.299999,28.42
19-02-08,122.180006,105,22.879999,28.17
20-02-08,123.820004,107.849998,23.200001,28.219999
21-02-08,121.540005,106.93,23.190001,28.1
22-02-08,119.459997,108.07,23.6,27.68
25-02-08,119.740004,110.080002,23.799999,27.84
26-02-08,119.150003,114.379997,24.07,28.379999
27-02-08,122.959997,116.459999,24.950001,28.26
28-02-08,129.909996,115.239998,24.66,27.93
29-02-08,125.020004,113.860001,24.389999,27.200001
03-03-08,121.729996,114.230003,24.4,26.99
04-03-08,124.619995,115.709999,24.290001,27.59
05-03-08,124.490005,115.389999,24.27,28.120001
06-03-08,120.930004,112.519997,23.940001,27.57
07-03-08,122.249994,113.940002,24.110001,27.870001
10-03-08,119.690002,114.010002,23.99,28.049999
11-03-08,127.350004,116.489998,25.15,29.280001
12-03-08,126.030001,117.07,25.139999,28.629999
13-03-08,127.940004,115.910004,24.950001,28.620001
14-03-08,126.610001,115.230003,24.32,27.959999
17-03-08,126.730003,115.550003,24.290001,28.299999
18-03-08,132.819996,118.410004,25.58,29.42
19-03-08,129.670004,116.940002,24.469999,28.620001
20-03-08,133.270006,118.330002,24.77,29.18
24-03-08,139.530003,119.059998,25.639999,29.17
25-03-08,140.979996,117.970001,25.75,29.139999
26-03-08,145.059996,116.910004,24.780001,28.559999
27-03-08,140.250006,115.519997,24.18,28.049999
28-03-08,143.010002,114.57,24.08,27.91
31-03-08,143.5,115.139999,24.09,28.379999
01-04-08,149.530005,116.489998,24.98,29.5
02-04-08,147.489998,114.809998,24.959999,29.16
03-04-08,151.609999,116.019997,24.23,29
04-04-08,153.080006,115.760002,24.389999,29.16
07-04-08,155.890003,116.309998,23.940001,29.16
08-04-08,152.84,116.269997,23.959999,28.75
09-04-08,151.439995,116.769997,23.530001,28.889999
10-04-08,154.549999,118.779999,24.040001,29.110001
11-04-08,147.140003,116,23.379999,28.280001
14-04-08,147.780005,117.279999,23.309999,28.059999
15-04-08,148.380005,117.169998,23.110001,28.25
16-04-08,153.700006,120.470001,23.83,28.950001
17-04-08,154.489998,123.080002,23.889999,29.219999
18-04-08,161.040001,124.400002,24.51,30
21-04-08,168.160004,124.349998,24.889999,30.42
22-04-08,160.199995,123.669998,24.92,30.25
23-04-08,162.890003,123.599998,25.440001,31.450001
24-04-08,168.939995,124.190002,26.030001,31.799999
25-04-08,169.73,123.080002,25.6,29.83
28-04-08,172.240004,121.690002,25.35,28.99
29-04-08,175.050001,122.849998,25.51,28.639999
30-04-08,173.950003,120.699997,25.639999,28.52
01-05-08,179.999994,123.610001,26.67,29.4
02-05-08,180.940002,123.18,26.75,29.24
05-05-08,184.729996,122.029999,26.280001,29.08
06-05-08,186.66,122.82,26.33,29.700001
07-05-08,182.59,124.139999,25.780001,29.209999
08-05-08,185.060003,124.919998,25.700001,29.27
09-05-08,183.450006,124.059998,25.49,29.389999
12-05-08,188.159994,125.239998,25.84,29.99
13-05-08,189.959995,126.580002,25.889999,29.780001
14-05-08,186.260004,127.519997,25.75,29.93
15-05-08,189.730003,128.460007,26.5,30.450001
16-05-08,187.619995,127.82,26.51,29.99
19-05-08,183.599997,126.489998,26.370001,29.459999
20-05-08,185.899996,125.18,25.85,28.76
21-05-08,178.190006,123.620003,25.370001,28.25
22-05-08,177.049994,124.699997,25.58,28.469999
23-05-08,181.169994,124.199997,25.1,28.049999
27-05-08,186.429995,127.32,25.59,28.440001
28-05-08,187.009995,129.539993,25.540001,28.18
29-05-08,186.690001,129.710007,26.209999,28.309999
30-05-08,188.749994,129.429993,26.719999,28.32
02-06-08,186.1,127.360001,26.35,27.799999
03-06-08,185.369997,127.839996,26.34,27.309999
04-06-08,185.190006,127.550003,26.76,27.540001
05-06-08,189.429996,128.470001,27.540001,28.299999
06-06-08,185.640003,124.940002,26.540001,27.49
09-06-08,181.610004,125.860001,26.43,27.709999
10-06-08,185.640003,125.940002,26.360001,27.889999
11-06-08,180.809999,123.25,25.65,27.120001
12-06-08,173.26,123.849998,25.959999,28.24
13-06-08,172.370007,126.150002,26.370001,29.07
16-06-08,176.840002,126.709999,26.27,28.93
17-06-08,181.43,125.099998,25.969999,28.799999
18-06-08,178.750006,124.160004,25.280001,28.459999
19-06-08,180.900002,125.019997,25.52,28.93
20-06-08,175.270006,122.739998,24.639999,28.23
23-06-08,173.159998,123.459999,24.549999,27.969999
24-06-08,173.25,123.459999,24.48,27.73
25-06-08,177.390001,124.580002,24.700001,28.35
26-06-08,168.260006,121.129997,23.82,27.75
27-06-08,170.089994,120.050003,23.610001,27.629999
30-06-08,167.440001,118.529999,23.26,27.51
01-07-08,174.680006,119.269997,23.15,26.870001
02-07-08,168.180004,119.099998,22.84,25.879999
03-07-08,170.119995,119.540001,23.120001,25.98
07-07-08,175.160004,121.5,22.57,26.030001
