Date,aapl,ibm,csco,msft
30-12-03,21.28,92.629997,24.120001,27.52
31-12-03,21.37,92.68,24.23,27.370001
02-01-04,21.28,91.550003,24.25,27.450001
05-01-04,22.17,93.050003,24.77,28.139999
06-01-04,22.09,93.059998,25.059999,28.24
07-01-04,22.59,92.779999,25.559999,28.209999
08-01-04,23.360001,93.040001,26.34,28.16
09-01-04,23.000001,91.209999,26.48,27.66
12-01-04,23.730001,91.550003,27.030001,27.57
13-01-04,24.12,89.699997,26.889999,27.43
14-01-04,24.2,90.309998,27.4,27.700001
15-01-04,22.850001,94.019997,27.16,27.540001
16-01-04,22.719999,95.32,29.129999,27.809999
20-01-04,22.73,97.099998,28.860001,28.1
21-01-04,22.61,97.699997,28.6,28.299999
22-01-04,22.18,97.510002,28.219999,28.01
23-01-04,22.560001,97.900002,27.33,28.48
26-01-04,23.009999,99.849998,28.200001,28.799999
27-01-04,23.070001,98.800003,27.5,28.25
28-01-04,22.52,97.379997,26.780001,27.709999
29-01-04,22.68,98.010002,25.959999,27.91
30-01-04,22.560001,99.230003,25.709999,27.65
02-02-04,22.32,99.389999,26.200001,27.4
03-02-04,22.26,100,26.41,27.290001
04-02-04,21.79,100.190002,24.08,27.01
05-02-04,22.420001,98.860001,23.82,26.959999
06-02-04,22.710001,98.940002,24.74,27.08
09-02-04,22.67,98.949997,24.67,26.9
10-02-04,22.98,99.610001,24.780001,27.02
11-02-04,23.800001,99.959999,24.24,27.15
12-02-04,23.730001,99.300003,24.049999,26.950001
13-02-04,23.000001,99.709999,24.059999,26.59
17-02-04,23.159999,99.370003,24.25,26.99
18-02-04,23.26,98.419998,24.09,26.77
19-02-04,22.47,97.800003,23.68,26.459999
20-02-04,22.4,97.309998,23.190001,26.57
23-02-04,22.190001,95.959999,22.75,26.610001
24-02-04,22.359999,96.790001,23.049999,26.879999
25-02-04,22.81,96.540001,23.58,26.700001
26-02-04,23.04,96.790001,23.35,26.5
27-02-04,23.92,96.5,23.16,26.530001
01-03-04,24.020001,97.040001,23.530001,26.700001
02-03-04,23.809999,96.82,23.030001,26.389999
03-03-04,23.92,96.839996,22.700001,26.370001
04-03-04,25.16,96.389999,23.190001,26.370001
05-03-04,26.74,96.449997,22.889999,26.35
08-03-04,25.999999,94.589996,22.360001,25.83
09-03-04,27.099999,94.529999,22.120001,25.719999
10-03-04,27.679999,93.059998,22.209999,25.370001
11-03-04,27.150001,91.209999,22.34,25.09
12-03-04,27.56,93.300003,23.129999,25.379999
15-03-04,26.45,91.82,22.780001,25.16
16-03-04,25.82,92.449997,23.120001,25.18
17-03-04,26.19,93.389999,23.5,25.129999
18-03-04,25.67,92.849998,23.17,24.889999
19-03-04,25.859999,91.620003,22.5,24.629999
22-03-04,25.859999,91.019997,22.35,24.5
23-03-04,25.29,91.32,22.360001,24.15
24-03-04,25.5,91.769997,22.67,24.41
25-03-04,26.869999,92.389999,23.58,25.190001
26-03-04,27.04,92.769997,23.4,25.030001
29-03-04,27.91,92.68,23.85,25.309999
30-03-04,27.92,92.32,23.93,25.200001
31-03-04,27.04,91.839996,23.57,24.93
01-04-04,27.11,92.370003,23.74,25.08
02-04-04,27.5,94.199997,24.43,25.85
05-04-04,28.320001,94.18,24.809999,25.950001
06-04-04,27.829999,93.699997,24.65,25.799999
07-04-04,27.309999,93.080002,24.24,25.59
08-04-04,27.529999,93.120003,24.15,25.48
12-04-04,28.040001,93.739998,24.129999,25.610001
13-04-04,26.930001,93.040001,23.620001,25.450001
14-04-04,26.640001,93.699997,23.26,25.51
15-04-04,29.3,93.449997,22.82,25.219999
16-04-04,29.18,92.279999,22.48,25.16
19-04-04,28.350001,91.940002,22.860001,25.530001
20-04-04,27.73,90.650002,22.110001,25.33
21-04-04,27.73,91.260002,22.370001,25.450001
22-04-04,27.78,90.739998,23.15,25.950001
23-04-04,27.7,91.279999,23.32,27.540001
26-04-04,27.13,90.43,23.139999,27.24
27-04-04,26.940001,91.110001,22.940001,27.219999
28-04-04,26.45,90.410004,22.370001,26.559999
29-04-04,26.77,89.080002,21.91,26.48
30-04-04,25.779999,88.169998,20.91,26.129999
03-05-04,26.069999,88.019997,21.120001,26.35
04-05-04,26.140001,89,21.370001,26.33
05-05-04,26.650001,88.959999,21.26,26.299999
06-05-04,26.579999,88.360001,21.5,26.120001
07-05-04,26.67,88.190002,21.690001,25.780001
10-05-04,26.280001,86.879997,21.620001,25.93
11-05-04,27.14,87.129997,22.25,25.940001
12-05-04,27.300001,86.809998,21.959999,25.940001
13-05-04,27.19,87.190002,21.76,26.1
14-05-04,27.06,86.410004,21.24,25.860001
17-05-04,26.640001,85.529999,20.93,25.540001
18-05-04,27.06,86.059998,21,25.83
19-05-04,26.47,87.050003,21.360001,25.620001
20-05-04,26.710001,87.419998,21.52,25.73
21-05-04,27.11,87.129997,21.639999,25.889999
24-05-04,27.34,87.099998,21.65,25.76
25-05-04,28.409999,88.699997,22.24,26.1
26-05-04,28.510002,88.349998,22.35,26.139999
27-05-04,28.170001,88.589996,22.540001,26.190001
28-05-04,28.060001,88.589996,22.370001,26.23
01-06-04,28.060001,88.120003,22.24,26.110001
02-06-04,28.920001,87.980003,22.41,26.129999
03-06-04,28.399999,87.349998,22.35,25.889999
04-06-04,28.780001,87.559998,22.780001,25.950001
07-06-04,29.810001,88.639999,23.889999,26.43
08-06-04,30.35,90.040001,23.74,26.6
09-06-04,30.2,90.089996,23.559999,26.469999
10-06-04,30.739999,90.459999,23.82,26.77
14-06-04,30.119998,90.07,23.32,26.9
15-06-04,30.690001,90.540001,23.639999,27.41
16-06-04,32.739998,90.379997,23.879999,27.32
17-06-04,32.81,90.440002,23.360001,27.77
18-06-04,32.909999,90.059998,23.42,28.35
21-06-04,32.329999,89.489998,22.870001,28.35
22-06-04,33.000001,90.019997,23.219999,28.290001
23-06-04,33.7,90.790001,23.969999,28.299999
24-06-04,33.179998,89.989998,23.68,28.389999
25-06-04,33.7,89.550003,23.43,28.57
28-06-04,32.489999,88.709999,23.299999,28.280001
29-06-04,32.5,88.290001,23.709999,28.5
30-06-04,32.54,88.150002,23.700001,28.559999
01-07-04,32.300002,87.5,23.110001,28.629999
02-07-04,31.08,87.040001,22.950001,28.57
06-07-04,30.950001,85.699997,22.370001,28.02
07-07-04,30.390001,85.349998,22.42,28.1
08-07-04,30.139999,83.650002,22.17,27.639999
09-07-04,30.03,83.889999,22.360001,27.860001
12-07-04,29.139999,84.099998,22.290001,27.889999
13-07-04,29.220001,85.25,22.139999,27.6
14-07-04,29.579999,84.129997,22.1,28.129999
15-07-04,32.929999,84.019997,22.129999,27.870001
16-07-04,32.199999,84.279999,21.530001,27.48
19-07-04,31.970001,85.300003,21.360001,27.950001
20-07-04,32.199999,86.360001,21.879999,28.32
21-07-04,31.619999,85.300003,21.17,28.860001
22-07-04,31.680001,86.059998,21.389999,29
23-07-04,30.699998,84.849998,20.93,28.030001
26-07-04,31.260001,85.089996,20.540001,28.66
27-07-04,32.430001,85.879997,20.709999,28.440001
28-07-04,32.270001,85.849998,20.5,28.58
29-07-04,32.639999,86.769997,20.799999,28.48
30-07-04,32.339999,87.07,20.92,28.49
02-08-04,31.579998,86.690002,21.24,28.52
03-08-04,31.289999,85.709999,20.74,28.07
04-08-04,31.79,85.970001,21.120001,28.059999
05-08-04,31.390001,85.190002,20.610001,27.530001
06-08-04,29.780001,83.480003,19.93,27.139999
09-08-04,30.299999,83.550003,20.049999,27.18
10-08-04,31.52,84.989998,20.459999,27.719999
11-08-04,31.009999,83.690002,18.290001,27.41
12-08-04,30.370001,82.209999,17.790001,26.879999
13-08-04,30.840002,83.910004,17.860001,27.02
16-08-04,30.78,84.019997,18.23,27.09
17-08-04,30.869999,84.040001,18.68,27.049999
18-08-04,31.739999,85.129997,18.99,27.459999
19-08-04,30.709999,84.889999,19.1,27.120001
20-08-04,30.800001,85.25,18.879999,27.200001
23-08-04,31.08,84.650002,19.18,27.24
24-08-04,31.95,84.709999,18.969999,27.24
25-08-04,33.049999,85.07,19.32,27.549999
26-08-04,34.659999,84.690002,19.17,27.440001
27-08-04,34.349998,84.940002,19.469999,27.459999
30-08-04,34.12,84.400002,19.030001,27.299999
31-08-04,34.489998,84.690002,18.76,27.299999
01-09-04,35.86,84.220001,19.09,27.389999
02-09-04,35.659998,84.57,19.299999,27.620001
03-09-04,35.229999,84.389999,18.75,27.110001
07-09-04,35.760001,84.970001,19.049999,27.360001
08-09-04,36.350001,85.860001,19.309999,27.26
09-09-04,35.699999,86.440002,19.93,27.280001
10-09-04,35.87,86.760002,20.459999,27.49
13-09-04,35.59,86.489998,20.25,27.25
14-09-04,35.490001,86.720001,20.35,27.440001
15-09-04,35.200001,86.370003,19.559999,27.190001
16-09-04,36.350001,86.120003,19.59,27.26
17-09-04,37.139999,85.739998,19.16,27.51
20-09-04,37.709999,85.699997,19.299999,27.51
21-09-04,38.009999,85.720001,19.65,27.26
22-09-04,36.920001,84.309998,18.959999,27.120001
23-09-04,37.269999,83.879997,18.9,27.35
24-09-04,37.289999,84.43,18.4,27.290001
27-09-04,37.530001,84.160004,18.040001,27.190001
28-09-04,38.039999,84.480003,18.07,27.27
29-09-04,38.680001,84.980003,18.309999,27.58
30-09-04,38.749999,85.739998,18.1,27.65
01-10-04,38.670001,86.720001,18.93,28.25
04-10-04,38.79,87.160004,18.959999,28.120001
05-10-04,39.37,87.32,19.1,28.379999
06-10-04,40.639999,88.040001,19.530001,28.530001
07-10-04,39.619999,87.419998,19.129999,28.17
08-10-04,39.059999,86.709999,18.780001,27.99
11-10-04,38.589999,86.629997,18.98,28.059999
12-10-04,38.289999,86,19.16,28.030001
13-10-04,39.749999,84.980003,18.860001,28.030001
14-10-04,44.980001,84.779999,18.59,27.799999
15-10-04,45.5,84.849998,18.48,27.99
18-10-04,47.750001,85.919998,18.65,28.41
19-10-04,47.420001,89.370003,18.700001,28.18
20-10-04,47.469998,88.82,18.450001,28.700001
21-10-04,47.939999,88.099998,18.629999,28.559999
22-10-04,47.41,87.389999,18.27,27.74
25-10-04,47.55,88.43,18.059999,27.629999
26-10-04,47.97,89,18.110001,27.9
27-10-04,50.3,90,18.549999,28.15
28-10-04,52.19,89.5,18.950001,28.01
29-10-04,52.400001,89.75,19.209999,27.969999
01-11-04,52.449999,90.110001,19.26,28.08
02-11-04,53.5,90.470001,19.290001,28.24
03-11-04,55.310001,91.199997,19.280001,28.469999
04-11-04,54.450001,92.379997,19.52,29
05-11-04,54.720001,93.279999,19.969999,29.309999
08-11-04,54.38,93.370003,19.969999,29.280001
09-11-04,54.049999,93.370003,19.75,29.77
10-11-04,54.750001,93.610001,18.440001,29.73
11-11-04,55.300001,94.790001,18.74,29.98
12-11-04,55.499999,95.32,19.26,29.969999
15-11-04,55.239999,95.919998,19.549999,27.389999
16-11-04,54.939999,94.889999,19.379999,27.120001
17-11-04,54.900002,95.459999,19.540001,27.17
18-11-04,55.389999,95.099998,19.52,27.07
19-11-04,55.170001,94.449997,19.01,26.860001
22-11-04,61.350002,95.110001,19.15,26.65
23-11-04,61.27,95.279999,19,26.530001
24-11-04,64.049997,95.459999,19.209999,26.639999
26-11-04,64.550002,94.720001,19.23,26.6
29-11-04,68.439998,95.5,18.940001,26.77
30-11-04,67.049999,94.239998,18.75,26.809999
01-12-04,67.790003,95.879997,19.15,27.25
02-12-04,65.209997,95.760002,19.200001,27.09
03-12-04,62.679999,97.080002,19.43,27.23
06-12-04,65.779997,97.669998,19.82,27.33
07-12-04,62.889997,96.099998,19.73,27.07
08-12-04,63.28,96.650002,19.799999,27.360001
09-12-04,63.990003,97.510002,19.4,27.23
10-12-04,65.150002,96.669998,19.42,27.08
13-12-04,64.909997,96.449997,19.27,27.25
14-12-04,65.289999,97.309998,19.280001,27.23
15-12-04,65.259998,97.330002,19.4,27.110001
16-12-04,66.600002,97.449997,19.4,27.16
17-12-04,64.989999,96.199997,18.99,26.959999
20-12-04,62.72,96.550003,19.049999,26.950001
21-12-04,63.690002,97.019997,19.360001,27.07
22-12-04,63.749997,97.610001,19.32,26.969999
23-12-04,64.010003,97.720001,19.450001,27.01
27-12-04,63.159997,97.5,19.299999,26.85
28-12-04,64.18,98.300003,19.26,26.950001
29-12-04,64.44,98.18,19.309999,26.9
30-12-04,64.800001,98.300003,19.42,26.76
31-12-04,64.399999,98.580002,19.32,26.719999
03-01-05,63.29,97.75,19.32,26.74
04-01-05,63.940001,96.699997,18.559999,26.84
05-01-05,64.500001,96.5,18.57,26.780001
06-01-05,64.550002,96.199997,18.85,26.75
07-01-05,69.250003,95.779999,18.719999,26.67
10-01-05,68.960003,95.68,18.719999,26.799999
11-01-05,64.560002,95,18.639999,26.73
12-01-05,65.460003,95.209999,18.93,26.780001
13-01-05,69.800002,94.449997,18.780001,26.27
14-01-05,70.199998,94.099998,18.879999,26.120001
18-01-05,70.650002,94.900002,18.74,26.32
19-01-05,69.879997,93.099998,18.15,25.98
20-01-05,70.459997,93,18.32,25.860001
21-01-05,70.489998,92.379997,18.01,25.65
24-01-05,70.759997,91.790001,17.75,25.67
25-01-05,72.05,92.190002,17.51,26.02
26-01-05,72.249998,91.949997,17.690001,26.01
27-01-05,72.64,91.980003,18.18,26.110001
28-01-05,73.979998,92.889999,17.9,26.18
31-01-05,76.899998,93.419998,18.040001,26.280001
01-02-05,77.529999,93.860001,18.129999,26.389999
02-02-05,79.63,94.300003,18.15,26.459999
03-02-05,77.809999,93.540001,17.52,26.18
04-02-05,78.840002,94.510002,17.9,26.32
07-02-05,78.939998,94.529999,18.16,26.16
08-02-05,80.900002,94.129997,18.24,26.24
09-02-05,78.74,92.699997,17.629999,26.07
10-02-05,78.359998,92.760002,17.58,26.059999
11-02-05,81.210003,93.300003,17.700001,25.969999
14-02-05,84.630001,93.57,17.969999,26.01
15-02-05,88.410001,94.330002,17.92,25.93
16-02-05,90.13,94.620003,17.709999,25.790001
17-02-05,87.81,93.75,17.450001,25.65
18-02-05,86.809998,93.269997,17.299999,25.48
22-02-05,85.290003,92.32,17.309999,25.23
23-02-05,88.229997,92.099998,17.280001,25.200001
24-02-05,88.929999,92.639999,17.18,25.370001
25-02-05,88.990001,92.800003,17.200001,25.25
28-02-05,44.859999,92.580002,17.42,25.16
01-03-05,44.5,93.300003,17.5,25.280001
02-03-05,44.119998,92.919998,17.74,25.26
03-03-05,41.789999,92.410004,17.799999,25.17
04-03-05,42.809999,92.370003,18.040001,25.17
07-03-05,42.75,91.599998,18.24,25.469999
08-03-05,40.53,92.129997,18.120001,25.4
09-03-05,39.349999,92.349998,18.530001,25.309999
10-03-05,39.83,92.410004,18.709999,25.43
11-03-05,40.27,91.510002,18.450001,25.09
14-03-05,40.320002,91.900002,18.540001,25.110001
15-03-05,40.96,91.379997,18.25,24.91
16-03-05,41.180001,90.650002,18.07,24.629999
17-03-05,42.249999,89.860001,18.030001,24.540001
18-03-05,42.959999,89.279999,17.799999,24.309999
21-03-05,43.699999,89.510002,17.940001,24.200001
22-03-05,42.829999,89.5,17.92,23.99
23-03-05,42.549999,90.519997,17.75,24.18
24-03-05,42.500001,90.699997,17.879999,24.280001
28-03-05,42.529999,91.040001,17.889999,24.200001
29-03-05,41.750001,90.599998,17.75,23.92
30-03-05,42.800002,90.68,18.030001,24.16
31-03-05,41.669999,91.379997,17.889999,24.17
01-04-05,40.890001,90.440002,17.700001,24.120001
04-04-05,41.089999,90.32,17.67,24.23
05-04-05,41.890001,89.57,17.82,24.469999
06-04-05,42.330001,89,17.77,24.67
07-04-05,43.559999,88.440002,18.15,25.1
08-04-05,43.74,87.599998,17.9,24.940001
11-04-05,41.920002,86.199997,17.99,24.969999
12-04-05,42.659998,85.75,18.24,25.32
13-04-05,41.040001,84.57,18,25.040001
14-04-05,37.260002,83.639999,17.809999,24.84
15-04-05,35.350001,76.699997,17.200001,24.459999
18-04-05,35.620001,76.650002,17.02,24.65
19-04-05,37.090001,75.480003,17.18,24.629999
20-04-05,35.510002,72.010002,17.190001,24.32
21-04-05,37.18,74.029999,17.68,25.280001
22-04-05,35.500001,74.209999,17.43,24.98
25-04-05,36.979999,74.610001,17.48,24.99
26-04-05,36.190001,75.43,17.280001,24.76
27-04-05,35.949998,77.050003,17.25,24.99
28-04-05,35.539999,75.910004,17.139999,24.450001
29-04-05,36.060001,76.379997,17.27,25.299999
02-05-05,36.429999,76.510002,17.26,25.23
03-05-05,36.210001,76.470001,17.309999,25.360001
04-05-05,37.149999,77.080002,17.65,25.209999
05-05-05,36.679998,75.5,18,25.23
06-05-05,37.240001,75.260002,18.02,25.219999
09-05-05,36.969998,74.980003,18.209999,25.110001
10-05-05,36.419999,73.300003,18.209999,24.9
11-05-05,35.610001,73.279999,18.549999,24.91
12-05-05,34.13,72.620003,18.700001,25
13-05-05,34.770001,73.160004,18.889999,25.299999
16-05-05,35.549999,74.339996,19.09,25.49
17-05-05,35.360002,74.290001,19.059999,25.459999
18-05-05,35.839999,76.360001,19.24,25.700001
19-05-05,37.550002,77.160004,19.379999,25.92
20-05-05,37.550002,76.410004,19.469999,25.74
23-05-05,39.759999,76.510002,19.549999,25.85
24-05-05,39.700001,75.809998,20,25.75
25-05-05,39.779999,76,19.620001,25.709999
26-05-05,40.740001,77.139999,19.9,25.9
27-05-05,40.56,77.099998,19.790001,26.07
31-05-05,39.759999,75.550003,19.4,25.799999
01-06-05,40.300001,76.839996,19.639999,25.809999
02-06-05,40.039999,77.349998,19.879999,25.790001
03-06-05,38.240001,75.790001,19.4,25.43
06-06-05,37.92,75,19.379999,25.370001
07-06-05,36.539999,75.040001,19.41,25.51
08-06-05,36.920001,74.800003,19.41,25.4
09-06-05,37.650001,74.93,19.469999,25.51
10-06-05,35.809999,74.769997,19.24,25.43
13-06-05,35.900001,75.050003,19.299999,25.309999
14-06-05,36,74.889999,19.18,25.360001
15-06-05,37.129999,76.300003,19.32,25.26
16-06-05,37.980001,77.050003,19.530001,25.040001
17-06-05,38.309999,76.389999,19.530001,25.040001
20-06-05,37.61,76.550003,19.6,25.110001
21-06-05,37.859999,76.410004,19.77,25.15
22-06-05,38.550001,77.230003,19.799999,25.07
23-06-05,38.889999,75.410004,19.780001,25.309999
24-06-05,37.76,74.010002,19.299999,25.040001
27-06-05,37.100001,73.879997,19.030001,25.049999
28-06-05,37.309999,75.300003,19.16,25.07
29-06-05,36.370001,74.730003,19.360001,25.09
30-06-05,36.810001,74.199997,19.08,24.84
01-07-05,36.500001,74.669998,18.99,24.709999
05-07-05,37.980001,74.790001,18.82,24.98
06-07-05,37.390001,75.809998,18.82,24.700001
07-07-05,37.63,77.379997,18.84,24.65
08-07-05,38.250001,79.300003,19.309999,25.09
11-07-05,38.100001,78.959999,19.540001,25.290001
12-07-05,38.240001,80.040001,19.780001,25.610001
13-07-05,38.35,81.449997,19.969999,25.66
14-07-05,40.750001,82.419998,19.940001,25.969999
15-07-05,41.55,82.379997,19.889999,25.790001
18-07-05,41.489998,81.809998,19.65,25.549999
19-07-05,43.190001,83.699997,20.17,26.16
20-07-05,43.630001,84.599998,20.120001,26.190001
21-07-05,43.289999,84.400002,19.559999,26.440001
22-07-05,43.999999,84.440002,19.32,25.68
25-07-05,43.810001,84.199997,18.85,25.690001
26-07-05,43.630001,84.120003,19.059999,25.540001
27-07-05,43.989999,83.870003,19.18,25.719999
28-07-05,43.800001,83.800003,19.299999,25.75
29-07-05,42.650002,83.459999,19.15,25.610001
01-08-05,42.75,83.43,19.26,25.92
02-08-05,43.190001,83.309998,19.49,26.809999
03-08-05,43.220001,84.059998,19.540001,27.25
04-08-05,42.71,83.120003,19.43,27.32
05-08-05,42.989999,83.360001,19.299999,27.76
08-08-05,42.650002,83.360001,19.25,27.129999
09-08-05,43.820002,83.5,19.610001,27.35
10-08-05,43.380002,82.019997,18.25,26.950001
11-08-05,43.999999,82.660004,18.059999,27.27
12-08-05,46.1,82.190002,17.799999,27.049999
15-08-05,47.68,82.5,17.709999,27.129999
16-08-05,46.25,81.300003,17.629999,26.74
17-08-05,47.150001,81.300003,17.84,26.950001
18-08-05,46.300002,81.150002,17.66,26.82
19-08-05,45.830001,82.760002,17.82,26.719999
22-08-05,45.869998,82.599998,17.690001,26.91
23-08-05,45.739999,82.029999,17.76,26.870001
24-08-05,45.77,81.32,17.52,26.809999
25-08-05,46.059999,81.099998,17.48,27.030001
26-08-05,45.739999,80.379997,17.4,26.969999
29-08-05,45.840001,81.339996,17.639999,27.15
30-08-05,46.570001,80.540001,17.51,27.18
31-08-05,46.889998,80.620003,17.620001,27.379999
01-09-05,46.260001,79.540001,17.65,27.200001
02-09-05,46.22,79.459999,17.719999,27.02
06-09-05,48.799999,81.019997,18.200001,27
07-09-05,48.679999,80.980003,18.4,26.85
08-09-05,49.780001,80.800003,18.370001,26.610001
09-09-05,51.309999,81.440002,18.58,26.58
12-09-05,51.400002,81.480003,18.48,26.610001
13-09-05,50.820002,80.75,18.25,26.48
14-09-05,49.610001,80.480003,17.84,26.309999
15-09-05,49.87,80.010002,18.030001,26.27
16-09-05,51.210001,80.330002,18.42,26.07
19-09-05,52.64,79.43,18.17,26
20-09-05,53.189999,78.699997,17.969999,25.84
21-09-05,52.110001,77.559998,17.85,25.49
22-09-05,51.9,78.209999,18.110001,25.34
23-09-05,53.199999,78,18.049999,25.27
26-09-05,53.840001,77.410004,17.92,25.27
27-09-05,53.440001,77.989998,17.719999,25.34
28-09-05,51.080001,79.5,17.92,25.67
29-09-05,52.34,80.360001,17.860001,25.940001
30-09-05,53.609999,80.220001,17.92,25.73
03-10-05,54.440001,80.449997,17.74,25.5
04-10-05,53.749999,80.110001,17.67,24.98
05-10-05,52.78,79.82,17.5,24.67
06-10-05,51.699998,79.699997,17.73,24.73
07-10-05,51.299999,80.5,17.629999,24.59
10-10-05,50.370001,81.25,17.49,24.459999
11-10-05,51.589999,83.190002,17.190001,24.41
12-10-05,49.249999,82.190002,17.43,24.299999
13-10-05,53.739998,82.199997,17.299999,24.59
14-10-05,54.000001,82.349998,17.27,24.67
17-10-05,53.440001,82.589996,17.17,24.530001
18-10-05,52.21,83.480003,16.98,24.57
19-10-05,54.939999,84.169998,17.200001,25.09
20-10-05,56.140003,83.169998,16.93,24.790001
21-10-05,55.659999,83.330002,17.030001,24.780001
24-10-05,56.789998,83.470001,17.16,25.1
25-10-05,56.100002,83.360001,17.120001,25.030001
26-10-05,57.029997,82.889999,17.1,25.110001
27-10-05,55.41,82.309998,17.049999,24.85
28-10-05,54.469998,81.419998,17.139999,25.530001
31-10-05,57.590003,81.879997,17.450001,25.700001
01-11-05,57.500001,81.589996,17.48,25.959999
02-11-05,59.949997,81.059998,17.629999,26.459999
03-11-05,61.85,82.870003,17.51,26.440001
04-11-05,61.149998,83,17.870001,26.66
07-11-05,60.229997,83.610001,17.85,27.01
08-11-05,59.900002,83.150002,17.860001,27.049999
09-11-05,60.110001,82.839996,17.75,26.959999
10-11-05,61.179998,83.989998,17.15,27.09
11-11-05,61.54,84.550003,17.469999,27.280001
14-11-05,61.449998,84.360001,17.35,27.370001
15-11-05,62.279997,85.529999,17.27,27.5
16-11-05,64.949998,86.540001,17.219999,27.74
17-11-05,64.520001,86.889999,17.370001,27.969999
18-11-05,64.560002,87.769997,17.02,28.07
21-11-05,64.959998,87.290001,17.059999,28.16
22-11-05,66.52,87.989998,17.280001,27.91
23-11-05,67.110001,88.800003,17.440001,27.92
25-11-05,69.339998,88.800003,17.549999,27.76
28-11-05,69.659999,89.110001,17.48,27.75
29-11-05,68.100003,89.099998,17.51,27.68
30-11-05,67.819997,88.900002,17.540001,27.68
01-12-05,71.600003,89.209999,17.690001,27.889999
02-12-05,72.63,88.650002,17.639999,28.01
05-12-05,71.820002,88.43,17.5,27.85
06-12-05,74.049999,89.139999,17.559999,27.690001
07-12-05,73.949997,88.720001,17.780001,27.75
08-12-05,74.08,87.5,17.639999,27.690001
09-12-05,74.329999,86.970001,17.549999,27.709999
12-12-05,74.909999,85.959999,17.52,27.450001
13-12-05,74.98,83.709999,17.5,27.129999
14-12-05,72.009999,83.129997,17.690001,27.09
15-12-05,72.180003,83.529999,17.76,26.92
16-12-05,71.109999,83.370003,17.52,26.9
19-12-05,71.379998,82.760002,17.469999,26.83
20-12-05,72.110002,82.480003,17.309999,26.860001
21-12-05,73.5,83.120003,17.209999,26.73
22-12-05,74.019999,83.220001,17.290001,26.59
23-12-05,73.350003,83.480003,17.35,26.639999
27-12-05,74.229997,82.989998,17.25,26.459999
28-12-05,73.570002,83.040001,17.290001,26.389999
29-12-05,71.45,82.400002,17.24,26.27
30-12-05,71.890003,82.199997,17.120001,26.15
03-01-06,74.750002,82.059998,17.450001,26.84
04-01-06,74.97,81.949997,17.85,26.969999
05-01-06,74.38,82.5,18.35,26.99
06-01-06,76.299997,84.949997,18.77,26.91
09-01-06,76.049998,83.730003,19.059999,26.860001
10-01-06,80.860002,84.07,18.969999,27
11-01-06,83.899998,84.169998,19.4,27.290001
12-01-06,84.29,83.57,19.200001,27.139999
13-01-06,85.590003,83.169998,18.92,27.190001
17-01-06,84.710003,83,18.68,26.99
18-01-06,82.489999,83.800003,18.73,26.83
19-01-06,79.04,83.089996,19.02,27.02
20-01-06,76.089999,81.360001,18.51,26.41
23-01-06,77.670002,81.410004,18.16,26.35
24-01-06,76.039998,80.849998,18.33,26.280001
25-01-06,74.200003,80.910004,18.57,26.4
26-01-06,72.33,80.720001,18.58,26.5
27-01-06,72.03,81.019997,18.780001,27.790001
30-01-06,75.000001,81.629997,18.889999,28
31-01-06,75.509999,81.300003,18.57,28.15
01-02-06,75.419997,81.940002,18.58,28.040001
02-02-06,72.100001,81.230003,18.370001,27.68
03-02-06,71.850002,79.970001,18.15,27.540001
06-02-06,67.299998,79.510002,17.83,27.17
07-02-06,67.599998,79.849998,18.09,26.940001
08-02-06,68.809999,80.800003,19.4,26.91
09-02-06,64.949998,80.400002,19.549999,26.66
10-02-06,67.309999,81.330002,19.76,26.690001
13-02-06,64.709999,80.440002,19.549999,26.389999
14-02-06,67.639999,81.089996,19.700001,26.65
15-02-06,69.220002,80.849998,19.940001,26.879999
16-02-06,70.57,80.910004,19.98,26.809999
17-02-06,70.29,80.709999,19.860001,26.700001
21-02-06,69.079999,80.5,19.58,26.540001
22-02-06,71.319997,81.349998,19.67,26.719999
23-02-06,71.75,80.199997,19.719999,26.66
24-02-06,71.46,80.099998,19.85,26.629999
27-02-06,70.990003,80.629997,19.969999,27.049999
28-02-06,68.489999,80.239998,20.24,26.870001
01-03-06,69.099999,79.900002,21.059999,27.139999
02-03-06,69.609998,79.940002,20.879999,26.969999
03-03-06,67.720001,79.959999,21.040001,26.93
06-03-06,65.479997,80,21.049999,26.91
07-03-06,66.310002,80.290001,20.870001,27.059999
08-03-06,65.660001,81.139999,20.860001,27.25
09-03-06,63.930001,81.019997,20.440001,27
10-03-06,63.189998,81.57,20.82,27.17
13-03-06,65.680001,81.93,20.860001,27.110001
14-03-06,67.319999,82.879997,21.25,27.23
15-03-06,66.23,83.379997,21.440001,27.360001
16-03-06,64.310003,82.870003,21.25,27.27
17-03-06,64.659998,83.300003,21.620001,27.5
20-03-06,63.990003,83.580002,21.68,27.889999
21-03-06,61.809999,83.809998,21.41,27.74
22-03-06,61.670003,84.449997,21.42,27.15
23-03-06,60.160002,83.199997,21.41,26.85
24-03-06,59.959997,83.360001,21.360001,27.01
27-03-06,59.51,83.080002,21.690001,27.01
28-03-06,58.710002,82.43,21.33,26.9
29-03-06,62.329998,83.129997,21.57,27.02
30-03-06,62.750001,83.199997,21.969999,27.23
31-03-06,62.72,82.470001,21.67,27.209999
03-04-06,62.649999,83.059998,21.59,27.559999
04-04-06,61.169998,83.449997,21.559999,27.639999
05-04-06,67.210003,84.169998,21.690001,27.74
